"","lsoa11","samhi_dec","area_population_density_density_number_of_persons_per_hectare_measures_value","imd_score","single_hc"
"5259","E01005401",6,37.1,11.05256,0.262699564586357
"5260","E01005402",8,42.5,15.74022,0.30064308681672
"5261","E01005403",5,22.7,13.94795,0.201863354037267
"5262","E01005406",5,9.6,5.102221,0.244107744107744
"5263","E01005407",4,5.3,5.673186,0.220994475138122
"5264","E01005408",4,17.8,6.588189,0.293450881612091
"5265","E01005409",5,0.6,11.63579,0.204819277108434
"5266","E01005410",4,1.2,7.660263,0.180300500834725
"5267","E01005411",6,8.9,11.45668,0.36754507628294
"5268","E01005412",6,10.8,5.878863,0.298469387755102
"5269","E01005413",4,29.2,5.590017,0.200305810397554
"5270","E01005414",5,0.7,13.59292,0.198095238095238
"5271","E01005415",8,10.9,10.80768,0.312992125984252
"5272","E01005416",7,3.4,9.919067,0.275459098497496
"5273","E01005417",6,6.1,9.309546,0.239370078740157
"5274","E01005418",4,54.7,7.882568,0.211965811965812
"5275","E01005419",3,60.9,11.30376,0.283699059561129
"5276","E01005420",7,37.1,16.17315,0.324022346368715
"5277","E01005421",10,33.9,41.31186,0.336054421768707
"5278","E01005422",10,33.8,44.06258,0.196998123827392
"5279","E01005427",9,69.6,54.92585,0.183098591549296
"5280","E01005428",9,62.5,48.90147,0.244360902255639
"5281","E01005429",7,72.2,51.11076,0.175365344467641
"5282","E01005430",8,89.7,39.34946,0.247899159663866
"5283","E01005431",9,39.2,30.04418,0.340306834030683
"5284","E01005432",10,29.4,71.07646,0.388888888888889
"5285","E01005433",10,26.1,70.83467,0.406906906906907
"5286","E01005434",9,21.5,58.84502,0.517503805175038
"5287","E01005435",3,113.9,35.17935,0.140816326530612
"5288","E01005436",3,76.3,21.98386,0.225
"5289","E01005437",3,142.9,31.81108,0.136105860113422
"5290","E01005438",8,33.9,39.13228,0.320910973084886
"5291","E01005439",6,51.5,19.41962,0.292048929663609
"5292","E01005440",9,8.3,30.48235,0.3696
"5293","E01005441",9,22.3,31.31374,0.412878787878788
"5294","E01005442",5,38.1,8.772888,0.200680272108844
"5295","E01005443",3,3.1,14.17016,0.177536231884058
"5296","E01005444",6,73.4,18.15159,0.300595238095238
"5297","E01005445",8,66.3,24.32299,0.354166666666667
"5298","E01005446",8,33.1,18.35485,0.262809917355372
"5299","E01005447",10,22.5,39.14611,0.412268188302425
"5300","E01005448",10,57.1,59.02829,0.52112676056338
"5301","E01005449",10,26.2,35.45198,0.418685121107266
"5302","E01005450",9,93.5,39.21677,0.295055821371611
"5303","E01005451",7,41.8,17.89371,0.226141078838174
"5304","E01005452",7,13.9,9.551673,0.211786372007366
"5305","E01005453",6,18.3,9.525684,0.230912476722533
"5306","E01005454",8,28.5,20.59857,0.228471001757469
"5307","E01005455",6,96.1,13.00589,0.232633279483037
"5308","E01005456",10,68.4,44.77821,0.439490445859873
"5309","E01005459",7,40.5,60.1056,0.316953316953317
"5310","E01005460",8,107.5,41.51886,0.231075697211155
"5311","E01005461",5,101.4,52.20982,0.169776119402985
"5312","E01005462",6,61.5,30.23104,0.239130434782609
"5313","E01005463",9,75,45.53341,0.374384236453202
"5314","E01005464",9,47.9,65.40215,0.264385692068429
"5315","E01005465",8,30.7,24.2671,0.363994743758213
"5316","E01005466",10,38.8,80.28624,0.425373134328358
"5317","E01005467",10,14.8,64.49738,0.41875
"5318","E01005468",4,7.8,11.03275,0.200996677740864
"5319","E01005469",7,59.9,24.24202,0.268156424581006
"5320","E01005470",5,130.8,43.81022,0.19831223628692
"5321","E01005471",6,39.9,43.39831,0.259786476868327
"5322","E01005472",10,28.6,43.28339,0.361990950226244
"5323","E01005473",9,55.7,37.904,0.23780487804878
"5324","E01005474",9,13.5,25.44774,0.233333333333333
"5325","E01005475",8,56.4,52.35247,0.331658291457286
"5326","E01005476",10,13,25.80814,0.327683615819209
"5327","E01005477",10,37.5,41.94214,0.439263803680982
"5328","E01005478",9,8.7,29.03296,0.272727272727273
"5329","E01005479",9,12.9,27.89086,0.271448663853727
"5330","E01005480",9,27.4,30.52288,0.35723951285521
"5331","E01005481",10,43.4,28.3891,0.249169435215947
"5332","E01005482",10,24,75.47647,0.682864450127877
"5333","E01005483",10,102.6,61.85519,0.486453201970443
"5334","E01005484",9,36.4,81.5864,0.489525909592062
"5335","E01005485",7,88.6,61.92773,0.311897106109325
"5336","E01005486",10,95.8,42.30032,0.257950530035336
"5337","E01005487",9,45.5,34.95214,0.274647887323944
"5338","E01005488",4,4.9,8.126279,0.168674698795181
"5339","E01005489",7,22.6,16.12851,0.224652087475149
"5340","E01005490",8,17.6,42.77718,0.24390243902439
"5341","E01005491",8,29,20.53486,0.390243902439024
"5342","E01005492",5,23.4,11.59108,0.169381107491857
"5343","E01005493",6,25.3,13.63509,0.230194319880419
"5344","E01005494",7,46.1,16.12531,0.284090909090909
"5345","E01005495",8,26.1,27.27862,0.328947368421053
"5346","E01005496",10,43.8,53.85531,0.268156424581006
"5347","E01005497",10,35.1,52.87466,0.340175953079179
"5348","E01005498",9,18.2,32.79601,0.264054514480409
"5349","E01005499",7,0.8,19.15678,0.292758089368259
"5350","E01005500",9,8.8,20.49359,0.273570324574961
"5351","E01005501",10,26.6,56.6785,0.569506726457399
"5352","E01005502",10,78.2,34.22535,0.411188811188811
"5353","E01005503",6,36.5,10.15789,0.208812260536398
"5354","E01005504",10,50.8,39.59296,0.311912225705329
"5355","E01005505",9,24.8,30.89558,0.334615384615385
"5356","E01005506",10,61.5,34.14305,0.350223546944858
"5357","E01005507",9,17,29.02545,0.327707454289733
"5358","E01005508",6,4.3,9.657942,0.229080932784636
"5359","E01005509",10,84.1,62.49611,0.512448132780083
"5360","E01005510",5,51,13.49864,0.152272727272727
"5361","E01005511",9,15.9,15.30498,0.242544731610338
"5362","E01005512",9,68.2,32.18593,0.35036496350365
"5363","E01005513",10,49.6,55.0111,0.370617696160267
"5364","E01005514",10,5.9,42.63874,0.317629179331307
"5365","E01005515",10,23.3,65.14356,0.308781869688385
"5366","E01005516",5,51.2,14.024,0.21195652173913
"5367","E01005517",6,25.4,11.10222,0.2642089093702
"5368","E01005518",6,1.8,33.12124,0.265651438240271
"5369","E01005519",4,13.3,15.79611,0.227642276422764
"5370","E01005520",6,11.1,20.16102,0.344019728729963
"5371","E01005521",5,0.9,17.50356,0.318979266347687
"5372","E01005522",8,49.8,25.3775,0.396656534954407
"5373","E01005523",6,34,16.59636,0.265
"5374","E01005524",8,49.9,27.9201,0.297805642633229
"5375","E01005525",10,32.8,55.95699,0.52078239608802
"5376","E01005526",9,6.5,31.74678,0.331858407079646
"5377","E01005527",10,34.8,60.93637,0.369496855345912
"5378","E01005528",9,49.2,35.74091,0.351632047477745
"5379","E01005529",10,64.6,53.75393,0.446540880503145
"5380","E01005530",8,35,11.46067,0.310077519379845
"5381","E01005531",6,27.7,23.16018,0.332023575638507
"5382","E01005532",10,47.2,46.36761,0.423019431988042
"5383","E01005533",10,43.4,24.41705,0.438995215311005
"5384","E01005534",8,51.6,30.79342,0.356697819314642
"5385","E01005535",9,53,33.58178,0.327536231884058
"5386","E01005536",9,48.3,34.34341,0.267993874425727
"5387","E01005537",6,53.3,12.5565,0.220848056537102
"5388","E01005538",9,64.5,31.63643,0.258175559380379
"5389","E01005539",10,28.9,50.99899,0.488472622478386
"5390","E01005540",8,28.1,23.37247,0.280550774526678
"5391","E01005541",8,62.5,31.01057,0.302556818181818
"5392","E01005542",10,41.2,42.16144,0.406099518459069
"5393","E01005543",8,4.2,18.70438,0.275334608030593
"5394","E01005544",6,37.5,8.492001,0.274220032840722
"5395","E01005545",5,36.1,8.353918,0.20997920997921
"5396","E01005546",9,10.2,32.99197,0.428802588996764
"5397","E01005547",9,30.1,35.06255,0.30952380952381
"5398","E01005548",10,19.2,40.12061,0.494656488549618
"5399","E01005549",7,28,9.328104,0.200680272108844
"5400","E01005550",7,41.4,14.74646,0.292063492063492
"5401","E01005551",10,57.7,62.72776,0.395232120451694
"5402","E01005552",10,56.9,70.7977,0.399092970521542
"5403","E01005553",9,63.6,46.93129,0.280632411067194
"5404","E01005554",8,4.3,24.16776,0.303602058319039
"5405","E01005555",7,3.9,9.98724,0.203809523809524
"5406","E01005556",8,33.1,15.75204,0.289985052316891
"5407","E01005557",8,43.2,12.87012,0.210420841683367
"5408","E01005558",9,51.8,29.6517,0.284106891701828
"5409","E01005559",10,23.4,40.80442,0.384949348769899
"5410","E01005560",9,12.3,17.64941,0.297841726618705
"5411","E01005561",7,1.1,18.1116,0.29933110367893
"5412","E01005562",9,21.8,23.16392,0.345875542691751
"5413","E01005563",7,41,44.16215,0.259904912836767
"5414","E01005564",6,44,52.15446,0.280811232449298
"5415","E01005565",9,52.7,43.68844,0.225806451612903
"5416","E01005566",9,34.6,39.97906,0.266666666666667
"5417","E01005567",10,11.1,35.12963,0.330757341576507
"5418","E01005568",10,85.8,76.74454,0.390822784810127
"5419","E01005569",9,52,55.38056,0.318252730109204
"5420","E01005570",9,16.5,11.4477,0.298951048951049
"5421","E01005571",7,3.5,9.388441,0.263399693721286
"5422","E01005572",7,47.5,9.177839,0.20846394984326
"5423","E01005573",5,24.6,5.3484,0.201426024955437
"5424","E01005574",7,16.8,10.15725,0.245588235294118
"5425","E01005575",7,36,7.577772,0.299168975069252
"5426","E01005576",5,22.5,8.661423,0.183123877917415
"5427","E01005577",6,21.5,7.326984,0.304552590266876
"5428","E01005578",10,39.3,50.9181,0.300613496932515
"5429","E01005579",9,46.1,72.39763,0.230483271375465
"5430","E01005580",7,37.7,39.57849,0.27008547008547
"5431","E01005581",10,53.6,56.27301,0.357262103505843
"5432","E01005583",7,71.7,57.25806,0.297413793103448
"5433","E01005585",9,28.4,43.41301,0.224622030237581
"5434","E01005586",10,45.7,70.08602,0.411144578313253
"5435","E01005587",5,38.5,8.329404,0.147637795275591
"5436","E01005588",9,34.7,28.01255,0.431686046511628
"5437","E01005589",9,59,25.98369,0.335375191424196
"5438","E01005590",9,32.3,54.83344,0.256166982922201
"5439","E01005591",9,49.8,16.65454,0.345047923322684
"5440","E01005592",10,23.5,59.03904,0.32520325203252
"5441","E01005593",10,47.8,35.78563,0.226713532513181
"5442","E01005594",7,3.4,23.62867,0.221649484536082
"5443","E01005595",10,64.2,52.33294,0.58459595959596
"5444","E01005596",5,14.2,13.77514,0.233731739707835
"5445","E01005597",6,2.2,13.62165,0.24702380952381
"5446","E01005598",3,34.9,9.346681,0.257777777777778
"5447","E01005599",10,33.9,56.06913,0.483312731767614
"5448","E01005600",8,48.1,34.82727,0.295751633986928
"5449","E01005601",10,79.1,45.19285,0.344410876132931
"5450","E01005602",10,61.7,57.38617,0.536774193548387
"5451","E01005603",7,67,34.01945,0.269525267993874
"5452","E01005604",8,37.3,27.33799,0.321937321937322
"5453","E01005605",9,12.9,35.5591,0.37874251497006
"5454","E01005609",10,50.6,73.52593,0.422535211267606
"5455","E01005610",10,18.8,71.70166,0.38771186440678
"5456","E01005611",10,46.3,59.55052,0.44543429844098
"5457","E01005612",10,69.4,73.91085,0.589718719689622
"5458","E01005613",10,77.8,68.91805,0.472560975609756
"5459","E01005614",5,118.2,48.51553,0.272211720226843
"5460","E01005615",10,86.9,47.51172,0.364028776978417
"5461","E01005616",10,37.3,32.35264,0.325806451612903
"5462","E01005617",6,10.7,19.2865,0.206219312602291
"5463","E01005618",10,9.8,29.35391,0.340840840840841
"5464","E01005619",9,25.7,28.57394,0.240530303030303
"5465","E01005620",6,27.1,18.28938,0.3
"5466","E01005621",9,1.9,30.39548,0.3828125
"5467","E01005622",7,89.2,27.20813,0.372932330827068
"5468","E01005623",6,55.3,16.1716,0.230923694779116
"5469","E01005624",10,57.6,56.81859,0.307237813884786
"5470","E01005625",8,48.9,16.05396,0.339434276206323
"5471","E01005626",8,37,16.16716,0.230769230769231
"5472","E01005627",5,68,11.58541,0.264150943396226
"5473","E01005628",9,59.6,27.95655,0.372832369942197
"5474","E01005629",9,50.2,23.59262,0.414239482200647
"5475","E01005630",8,65.8,20.30909,0.322530864197531
"5476","E01005631",10,54.1,55.79451,0.720861900097943
"5477","E01005632",8,38.2,32.67195,0.402838427947598
"5478","E01005633",10,38.9,37.22983,0.346733668341709
"5479","E01005634",2,48.7,9.737791,0.221297836938436
"5480","E01005635",8,43.9,22.30733,0.430397727272727
"5481","E01005636",8,34.6,15.89297,0.348529411764706
"5482","E01005637",9,40.4,26.16763,0.396496815286624
"5483","E01005638",10,55.2,42.13685,0.393939393939394
"5484","E01005639",10,76.7,55.60667,0.285950413223141
"5485","E01005640",10,6.2,37.26424,0.228937728937729
"5486","E01005641",9,58.8,32.45769,0.3515625
"5487","E01005642",5,38.5,9.801724,0.267578125
"5488","E01005643",8,3,18.33824,0.338301043219076
"5489","E01005644",6,47,14.18789,0.228209191759113
"5490","E01005645",5,30.4,10.37922,0.255389718076285
"5491","E01005646",2,63.7,21.41793,0.343453510436433
"5492","E01005647",6,59,16.43167,0.487407407407407
"5493","E01005648",6,23,20.7326,0.40650406504065
"5494","E01005649",6,46.7,18.15096,0.392961876832845
"5495","E01005650",9,36.2,42.63317,0.522613065326633
"5496","E01005651",7,93.6,37.66985,0.189944134078212
"5497","E01005652",8,52.1,43.5205,0.240875912408759
"5498","E01005653",10,21.4,63.15979,0.276357827476038
"5499","E01005654",9,77.9,58.77341,0.375331564986737
"5500","E01005655",10,56.3,79.65402,0.522346368715084
"5501","E01005656",9,101,54.15498,0.297674418604651
"5502","E01005657",10,82.7,44.7605,0.452750352609309
"5503","E01005658",10,50.4,75.65676,0.416918429003021
"5504","E01005659",10,24.7,39.30131,0.334389857369255
"5505","E01005660",10,45.3,56.50754,0.411851851851852
"5506","E01005661",9,25.7,37.83532,0.273103448275862
"5507","E01005662",10,17.3,66.07674,0.306320907617504
"5508","E01005663",9,34,40.80537,0.318770226537217
"5509","E01005664",10,42.3,66.31828,0.306349206349206
"5510","E01005665",10,38.5,67.08134,0.365659777424483
"5511","E01005667",10,48.9,66.31534,0.42320819112628
"5512","E01005670",9,41.2,45.66945,0.424574209245742
"5513","E01005671",10,30.6,36.12904,0.445637583892617
"5514","E01005672",7,57.7,26.70759,0.291118421052632
"5515","E01005673",8,15.3,30.68373,0.338006230529595
"5516","E01005674",10,45.3,30.95699,0.285714285714286
"5517","E01005675",3,12.1,23.5476,0.275280898876405
"5518","E01005676",2,19.5,13.32015,0.249097472924188
"5519","E01005677",5,12.3,20.78351,0.32183908045977
"5520","E01005678",9,16.3,45.75209,0.313935681470138
"5521","E01005679",9,42.2,49.80174,0.298507462686567
"5522","E01005680",10,15.2,69.06192,0.524204702627939
"5523","E01005681",10,71,56.28025,0.591549295774648
"5524","E01005682",10,90.9,68.31267,0.698550724637681
"5525","E01005683",10,27.6,70.83447,0.420849420849421
"5526","E01005686",7,45.4,33.08019,0.29951690821256
"5527","E01005687",5,18.4,22.87583,0.34375
"5528","E01005688",5,52.1,25.77412,0.240487062404871
"5529","E01005689",10,51.7,53.16774,0.309565217391304
"5530","E01005690",9,44.9,24.9141,0.306784660766962
"5531","E01005691",6,21.2,20.29156,0.324246771879483
"5532","E01005692",10,38,45.59001,0.544959128065395
"5533","E01005693",4,40.7,16.38962,0.270049099836334
"5534","E01005694",4,20.2,16.86926,0.228862973760933
"5535","E01005695",1,16,7.326777,0.209677419354839
"5536","E01005696",7,36.8,23.29038,0.246006389776358
"5537","E01005697",2,50,11.14568,0.291420118343195
"5538","E01005698",10,58.9,52.60804,0.431960049937578
"5539","E01005699",4,64.6,12.28111,0.287949921752739
"5540","E01005700",8,51.9,24.78388,0.310136157337368
"5541","E01005701",4,40.3,14.07571,0.20032310177706
"5542","E01005702",9,29.6,27.09165,0.310679611650485
"5543","E01005703",10,47,54.41352,0.394886363636364
"5544","E01005704",8,61.3,32.85744,0.255499153976311
"5545","E01005705",9,9.7,22.17145,0.369390103567319
"5546","E01005706",10,54.6,46.12576,0.341984732824427
"5547","E01005707",10,27.5,52.62448,0.371647509578544
"5548","E01005708",10,39.7,40.00488,0.454666666666667
"5549","E01005709",10,55.4,59.5159,0.31404958677686
"5550","E01005710",8,20,26.3868,0.225328947368421
"5551","E01005711",6,19.9,19.75569,0.274658573596358
"5552","E01005712",8,54.2,24.24673,0.366758241758242
"5553","E01005713",6,35.5,8.337208,0.267405063291139
"5554","E01005714",9,18.3,34.79037,0.299837925445705
"5555","E01005715",6,32.5,10.15702,0.298342541436464
"5556","E01005716",4,38.2,5.335021,0.172155688622754
"5557","E01005717",3,41.1,3.988144,0.147329650092081
"5558","E01005718",9,47,23.52971,0.39051094890511
"5559","E01005719",10,24.8,35.2886,0.496174863387978
"5560","E01005720",10,23.5,42.35819,0.371097234611954
"5561","E01005721",10,35.3,43.81018,0.490861618798956
"5562","E01005722",10,48,49.51607,0.311706629055007
"5563","E01005723",10,22.9,48.67749,0.352112676056338
"5564","E01005724",10,47.5,22.99092,0.35303265940902
"5565","E01005725",10,67.8,55.94051,0.320214669051878
"5566","E01005726",7,34,29.96221,0.308943089430894
"5567","E01005727",8,76.8,24.03669,0.396630934150077
"5568","E01005728",4,45.9,18.41108,0.282534246575342
"5569","E01005729",10,69,71.78255,0.574697173620458
"5570","E01005730",7,38.1,26.01953,0.326300984528833
"5571","E01005731",10,44.1,54.56918,0.252525252525253
"5572","E01005732",10,5.7,52.951,0.397849462365591
"5573","E01005733",9,33.3,45.05285,0.246520874751491
"5574","E01005734",9,37.9,19.77981,0.344660194174757
"5575","E01005735",5,56.8,9.027248,0.241796200345423
"5576","E01005736",6,53.8,9.453685,0.268370607028754
"5577","E01005737",3,1.7,8.842099,0.210264900662252
"5578","E01005738",3,5.5,10.92082,0.27734375
"5579","E01005739",3,22.7,3.946828,0.203583061889251
"5580","E01005740",3,24.1,8.376281,0.324858757062147
"5581","E01005741",1,20.5,5.389234,0.251094890510949
"5582","E01005742",3,43.3,8.927303,0.295690936106984
"5583","E01005743",8,31.4,15.54736,0.243567753001715
"5584","E01005744",10,5.5,32.98502,0.360330578512397
"5585","E01005745",8,17.8,17.72289,0.278991596638655
"5586","E01005746",10,49.3,42.08649,0.544401544401544
"5587","E01005747",7,43.9,6.982031,0.223168654173765
"5588","E01005748",7,33.5,4.302749,0.253414264036419
"5589","E01005749",8,52.1,13.09426,0.305061559507524
"5590","E01005750",8,23.3,16.57564,0.266002844950213
"5591","E01005751",9,56.7,20.84431,0.273037542662116
"5592","E01005752",10,48.5,28.63807,0.293929712460064
"5593","E01005753",10,55.4,66.21631,0.293154761904762
"5594","E01005754",10,40,69.30683,0.542857142857143
"5595","E01005755",10,27.1,57.14252,0.337797619047619
"5596","E01005756",10,25.8,72.54422,0.482984293193717
"5597","E01005757",9,17.2,26.23596,0.34555712270804
"5598","E01005758",10,17.8,68.51614,0.640243902439024
"5599","E01005759",8,52.9,22.55325,0.26231884057971
"5600","E01005760",10,83.2,22.11224,0.370283018867925
"5601","E01005761",9,36.8,31.65215,0.276363636363636
"5602","E01005762",10,32.3,62.44804,0.344879518072289
"5603","E01005763",10,55.7,43.44992,0.262345679012346
"5604","E01005764",10,55.8,27.99569,0.333333333333333
"5605","E01005765",8,58.5,13.28212,0.262975778546713
"5606","E01005766",10,48.5,42.01029,0.443165467625899
"5607","E01005767",5,20.7,7.112549,0.255499153976311
"5608","E01005768",5,19.4,7.241845,0.23739837398374
"5609","E01005769",7,9.8,12.54396,0.384615384615385
"5610","E01005770",3,44.5,10.66327,0.364069952305246
"5611","E01005771",5,34.9,8.636528,0.251376146788991
"5612","E01005772",5,33.3,13.40572,0.296684118673647
"5613","E01005773",7,29.5,14.08383,0.310236220472441
